['1', '杨晓华', '私募证券投资基金管理人', '上海市', 'P1000182', '2011-03-15', '2014-03-17']
['14', '庞小伟', '私募股权、创业投资基金管理人', '上海市', 'P1013241', '2015-01-13', '2015-05-14']
['15', '唐小伍', '其他私募投资基金管理人', '上海市', 'P1013242', '2011-07-07', '2015-05-14']
['16', 'Daniel Hongyu Lu', '私募股权、创业投资基金管理人', '浙江省', 'P1013243', '2014-09-26', '2015-05-14']
['17', '张晓梅', '私募股权、创业投资基金管理人', '天津市', 'P1013244', '2011-08-29', '2015-05-14']
['18', '郁辉', '私募股权、创业投资基金管理人', '上海市', 'P1013247', '2011-08-24', '2015-05-14']
['19', '苗迪', '私募证券投资基金管理人', '深圳市', 'P1013248', '2015-04-23', '2015-05-14']
['20', '沈忱', '私募证券投资基金管理人', '上海市', 'P1013249', '2011-07-05', '2015-05-14']
['1', '谭清华', '私募证券投资基金管理人', '上海市', 'P1013250', '2015-04-02', '2015-05-14']
['2', '邱美玲', '私募股权、创业投资基金管理人', '深圳市', 'P1013252', '2015-02-05', '2015-05-14']
['3', '邱邑群', '私募证券投资基金管理人', '深圳市', 'P1013253', '2014-10-31', '2015-05-14']
['4', '张伟', '私募证券投资基金管理人', '深圳市', 'P1013255', '2015-04-09', '2015-05-14']
['5', '蒋健', '私募证券投资基金管理人', '北京市', 'P1013257', '2005-07-11', '2015-05-14']
['6', '邓建东', '私募证券投资基金管理人', '北京市', 'P1013260', '2015-02-28', '2015-05-14']
['7', '宋健', '私募证券投资基金管理人', '北京市', 'P1013262', '2015-03-25', '2015-05-14']
['8', '刘宇澄', '私募证券投资基金管理人', '上海市', 'P1013263', '2009-12-22', '2015-05-14']
['9', '毛建朝', '北京市', 'P1013266', '2014-11-15', '2015-05-14']
['10', '邱娟国', '私募证券投资基金管理人', '广东省', 'P1013269', '2012-08-31', '2015-05-14']
['11', '谌贺飞', '私募证券投资基金管理人', '四川省', 'P1013271', '2004-08-04', '2015-05-14']
['12', '向梅', '私募证券投资基金管理人', '深圳市', 'P1013272', '2015-05-04', '2015-05-14']
['13', '杨霄', '私募股权、创业投资基金管理人', '广西壮族自治区', 'P1013273', '2015-03-19', '2015-05-14']
['14', '冯娅', '其他私募投资基金管理人', '北京市', 'P1013274', '2015-01-05', '2015-05-14']
['15', '白启志', '私募证券投资基金管理人', '深圳市', 'P1013275', '2015-02-15', '2015-05-14']
['16', '彭珂', '其他私募投资基金管理人', '上海市', 'P1013278', '2008-07-11', '2015-05-14']
['17', '许雄师', '私募股权、创业投资基金管理人', '厦门市', 'P1013287', '2015-03-25', '2015-05-14']
['18', '李庆九', '私募股权、创业投资基金管理人', '北京市', 'P1013288', '2013-09-03', '2015-05-14']
['19', '欧阳斌', '私募证券投资基金管理人', '深圳市', 'P1013289', '2014-11-11', '2015-05-14']
['20', '章程', '私募股权、创业投资基金管理人', '上海市', 'P1013290', '2015-04-29', '2015-05-14']
['1', '潘晶', '私募股权、创业投资基金管理人', '浙江省', 'P1013291', '2015-04-01', '2015-05-14']
['2', '徐柏其', '私募股权、创业投资基金管理人', '浙江省', 'P1013293', '2014-04-17', '2015-05-14']
['3', '陈枫', '私募股权、创业投资基金管理人', '深圳市', 'P1013295', '2001-12-07', '2015-05-14']
['4', '刘清华', '私募证券投资基金管理人', '北京市', 'P1013299', '2013-11-11', '2015-05-14']
['5', '林荣剑', '私募证券投资基金管理人', '浙江省', 'P1013388', '2015-02-10', '2015-05-15']
['6', '陈铁', '私募证券投资基金管理人', '北京市', 'P1013391', '2015-03-19', '2015-05-15']
['7', '李磊', '私募股权、创业投资基金管理人', '浙江省', 'P1013393', '2013-01-10', '2015-05-15']
['8', '吴树宝', '其他私募投资基金管理人', '山东省', 'P1013396', '2014-08-06', '2015-05-15']
['9', '李汉亭', '私募股权、创业投资基金管理人', '云南省', 'P1013397', '2012-04-12', '2015-05-15']
['10', '李守宇', '私募股权、创业投资基金管理人', '陕西省', 'P1013399', '2001-07-06', '2015-05-15']
['11', '席锐', '私募股权、创业投资基金管理人', '大连市', 'P1013401', '2014-06-11', '2015-05-15']
['12', '杜宏', '其他私募投资基金管理人', '深圳市', 'P1013402', '2015-02-02', '2015-05-15']
['13', '金向华', '其他私募投资基金管理人', '浙江省', 'P1013403', '2015-03-30', '2015-05-15']
['14', '赖庆瑞', '私募股权、创业投资基金管理人', '福建省', 'P1013406', '2015-03-20', '2015-05-15']
['15', '杨奋勃', '私募证券投资基金管理人', '深圳市', 'P1013407', '2014-11-27', '2015-05-15']
['16', '郭晓武', '私募证券投资基金管理人', '北京市', 'P1013408', '2014-12-25', '2015-05-15']
['17', '刘钟', '私募股权、创业投资基金管理人', '北京市', 'P1013413', '2014-04-28', '2015-05-15']
['18', '邱凌苍', '私募证券投资基金管理人', '深圳市', 'P1013415', '2014-09-30', '2015-05-15']
['19', '李荣', '私募股权、创业投资基金管理人', '浙江省', 'P1013418', '2011-08-15', '2015-05-15']
['20', '周宇', '私募证券投资基金管理人', '上海市', 'P1013419', '2013-09-18', '2015-05-15']
['1', '张露', '私募股权、创业投资基金管理人', '湖北省', 'P1013420', '2013-02-21', '2015-05-15']
['2', '刘婷婷', '私募股权、创业投资基金管理人', '广东省', 'P1013421', '2014-02-27', '2015-05-15']
['3', '林炯坤', '私募证券投资基金管理人', '深圳市', 'P1013422', '2015-03-05', '2015-05-15']
['4', '胡勇', '私募证券投资基金管理人', '深圳市', 'P1013423', '2014-05-12', '2015-05-15']
['5', '王一军', '私募股权、创业投资基金管理人', '上海市', 'P1013425', '2012-10-17', '2015-05-15']
['6', '沈欧妮', '其他私募投资基金管理人', '江苏省', 'P1013426', '2009-08-24', '2015-05-15']
['7', '张建辉', '其他私募投资基金管理人', '北京市', 'P1013428', '2015-03-26', '2015-05-15']
['8', '洪智辉', '私募证券投资基金管理人', '江西省', 'P1013433', '2015-03-17', '2015-05-15']
['9', '王江涛', '私募股权、创业投资基金管理人', '天津市', 'P1013435', '2012-11-09', '2015-05-15']
['10', '陈鸿梁', '私募证券投资基金管理人', '北京市', 'P1013488', '2014-03-21', '2015-05-15']
['11', '张鑫赟', '私募股权、创业投资基金管理人', '北京市', 'P1013489', '2012-12-19', '2015-05-15']
['12', '余辉', '私募证券投资基金管理人', '北京市', 'P1013491', '2015-04-21', '2015-05-15']
['13', '梁伟文', '私募股权、创业投资基金管理人', '广东省', 'P1013492', '2015-04-23', '2015-05-15']
['14', '卢佛根', '深圳市', 'P1013493', '2015-04-03', '2015-05-15']
['15', '许立群', '私募股权、创业投资基金管理人', '上海市', 'P1013494', '2013-01-30', '2015-05-15']
['16', '万明勇', '私募股权、创业投资基金管理人', '浙江省', 'P1013495', '2012-03-09', '2015-05-15']
['17', '郑磊', '私募证券投资基金管理人', '上海市', 'P1013498', '2015-02-04', '2015-05-15']
['18', '孙新莉', '私募证券投资基金管理人', '上海市', 'P1013637', '2014-03-21', '2015-05-21']
['19', '林子勋', '其他私募投资基金管理人', '深圳市', 'P1013639', '2015-02-28', '2015-05-21']
['20', '王祥军', '私募股权、创业投资基金管理人', '上海市', 'P1013643', '2015-02-10', '2015-05-21']
['1', '苏阳', '私募股权、创业投资基金管理人', '北京市', 'P1013646', '2011-06-29', '2015-05-21']
['2', '朱海彤', '私募股权、创业投资基金管理人', '上海市', 'P1013648', '2014-09-04', '2015-05-21']
['3', '尹树臣', '私募证券投资基金管理人', '上海市', 'P1013649', '2015-01-16', '2015-05-21']
['4', '汪秋红', '私募证券投资基金管理人', '上海市', 'P1013650', '2015-04-16', '2015-05-21']
['5', '卢准煌', '私募证券投资基金管理人', '广东省', 'P1013651', '2011-08-04', '2015-05-21']
['6', '邹建锋', '私募股权、创业投资基金管理人', '上海市', 'P1013652', '2015-04-16', '2015-05-21']
['7', '顾斌', '私募证券投资基金管理人', '上海市', 'P1013654', '2015-04-08', '2015-05-21']
['8', '傅治安', '私募股权、创业投资基金管理人', '上海市', 'P1013655', '2010-11-09', '2015-05-21']
['9', '郭建海', '厦门市', 'P1013657', '2014-12-23', '2015-05-21']
['10', '刘波', '私募股权、创业投资基金管理人', '江苏省', 'P1013658', '2012-08-08', '2015-05-21']
['11', '高波', '私募证券投资基金管理人', '北京市', 'P1013659', '2015-04-17', '2015-05-21']
['12', '王亮', '私募证券投资基金管理人', '上海市', 'P1013662', '2015-04-16', '2015-05-21']
['13', '张云鹤', '私募股权、创业投资基金管理人', '北京市', 'P1013664', '2014-08-14', '2015-05-21']
['14', '杨杰', '私募证券投资基金管理人', '青岛市', 'P1013666', '2014-12-22', '2015-05-21']
['15', '刘术希', '私募证券投资基金管理人', '上海市', 'P1013667', '2015-04-13', '2015-05-21']
['16', '桑会庆', '私募股权、创业投资基金管理人', '上海市', 'P1013668', '2014-09-04', '2015-05-21']
['17', '林钢', '私募证券投资基金管理人', '广东省', 'P1013669', '2015-04-02', '2015-05-21']
['18', '王连琨', '私募证券投资基金管理人', '西藏自治区', 'P1013672', '2015-04-21', '2015-05-21']
['19', '刘俊', '私募证券投资基金管理人', '上海市', 'P1013673', '2015-04-16', '2015-05-21']
['20', '王志权', '私募证券投资基金管理人', '江西省', 'P1013674', '2015-04-01', '2015-05-21']
['1', '许燕萍', '其他私募投资基金管理人', '江苏省', 'P1013676', '2015-04-27', '2015-05-21']
['2', '彭慧莲', '私募股权、创业投资基金管理人', '上海市', 'P1013677', '2013-11-29', '2015-05-21']
['3', '于军', '私募股权、创业投资基金管理人', '北京市', 'P1013678', '2015-04-14', '2015-05-21']
['4', '张新兵', '私募股权、创业投资基金管理人', '深圳市', 'P1013682', '2015-05-13', '2015-05-21']
['5', '庄清鹏', '深圳市', 'P1013684', '2015-04-28', '2015-05-21']
['6', '蔡志敏', '私募股权、创业投资基金管理人', '上海市', 'P1013687', '2010-09-30', '2015-05-21']
['7', '陈建浪', '私募证券投资基金管理人', '上海市', 'P1013688', '2015-03-26', '2015-05-21']
['8', '杨金龙', '私募股权、创业投资基金管理人', '浙江省', 'P1013690', '1979-08-27', '2015-05-21']
['9', '贺振华', '私募证券投资基金管理人', '上海市', 'P1013694', '2015-04-22', '2015-05-21']
['10', '温天', '私募证券投资基金管理人', '上海市', 'P1013701', '2008-03-21', '2015-05-21']
['11', '陈力', '私募证券投资基金管理人', '天津市', 'P1013702', '2015-04-03', '2015-05-21']
['12', '郑伟鹤', '私募股权、创业投资基金管理人', '浙江省', 'P1013706', '2013-10-30', '2015-05-21']
['13', '王昊', '私募股权、创业投资基金管理人', '江苏省', 'P1013707', '2015-04-22', '2015-05-21']
['14', '卫强', '私募证券投资基金管理人', '上海市', 'P1013708', '2015-04-30', '2015-05-21']
['15', '曾宪锋', '私募证券投资基金管理人', '广东省', 'P1013710', '2014-12-30', '2015-05-21']
['16', '倪凌飞', '私募证券投资基金管理人', '上海市', 'P1013715', '2014-10-28', '2015-05-21']
['17', '孙东升', '私募股权、创业投资基金管理人', '湖北省', 'P1013716', '2008-10-23', '2015-05-21']
['18', '叶茂杨', '私募证券投资基金管理人', '浙江省', 'P1013717', '2013-03-08', '2015-05-21']
['19', '薛云', '私募证券投资基金管理人', '深圳市', 'P1013718', '2014-07-16', '2015-05-21']
['20', '李萌萌', '私募证券投资基金管理人', '青岛市', 'P1013723', '2015-05-08', '2015-05-21']
['1', '王笑磊', '私募证券投资基金管理人', '北京市', 'P1013724', '2015-01-12', '2015-05-21']
['2', '王雪', '私募证券投资基金管理人', '辽宁省', 'P1013728', '2000-10-25', '2015-05-21']
['3', '陈颖', '私募股权、创业投资基金管理人', '福建省', 'P1013731', '2000-12-26', '2015-05-21']
['4', '冯刚', '私募证券投资基金管理人', '上海市', 'P1013732', '2014-04-21', '2015-05-21']
['5', '李自跃', '私募股权、创业投资基金管理人', '上海市', 'P1013733', '2013-12-09', '2015-05-21']
['6', '张珺', '私募证券投资基金管理人', '广东省', 'P1013735', '2011-03-16', '2015-05-21']
['7', '单勇', '私募股权、创业投资基金管理人', '深圳市', 'P1013737', '2015-04-21', '2015-05-21']
['8', '陈儿', '私募股权、创业投资基金管理人', '浙江省', 'P1013738', '2014-05-12', '2015-05-21']
['9', '张曌', '深圳市', 'P1013741', '2012-09-10', '2015-05-21']
['10', '胡定智', '私募证券投资基金管理人', '重庆市', 'P1013742', '2014-11-12', '2015-05-21']
['11', '傅炳', '其他私募投资基金管理人', '上海市', 'P1013743', '2013-11-01', '2015-05-21']
['12', '樊玉妹', '私募证券投资基金管理人', '上海市', 'P1013745', '2012-10-08', '2015-05-21']
['13', '高政威', '私募股权、创业投资基金管理人', '北京市', 'P1013746', '2015-04-16', '2015-05-21']
['14', '于小镭', '私募股权、创业投资基金管理人', '江苏省', 'P1013747', '2011-10-08', '2015-05-21']
['15', '刘乾坤', '私募股权、创业投资基金管理人', '天津市', 'P1013748', '2014-12-15', '2015-05-21']
['16', '张驰', '私募股权、创业投资基金管理人', '安徽省', 'P1013749', '2015-02-03', '2015-05-21']
['17', '汪名骕', '私募股权、创业投资基金管理人', '北京市', 'P1013750', '2014-11-13', '2015-05-21']
['18', '梁笑', '私募股权、创业投资基金管理人', '山西省', 'P1013754', '2015-01-29', '2015-05-21']
['19', '沈海鹰', '私募股权、创业投资基金管理人', '浙江省', 'P1013755', '2013-04-12', '2015-05-21']
['20', '魏志城', '私募股权、创业投资基金管理人', '上海市', 'P1013756', '2011-02-14', '2015-05-21']
['1', '毛科技', '私募证券投资基金管理人', '上海市', 'P1013757', '2014-10-17', '2015-05-21']
['2', '王琳琳', '私募股权、创业投资基金管理人', '深圳市', 'P1013759', '2015-04-20', '2015-05-21']
['3', '张建勋', '私募股权、创业投资基金管理人', '北京市', 'P1013761', '2013-02-20', '2015-05-21']
['4', '李玉国', '私募股权、创业投资基金管理人', '北京市', 'P1013765', '2014-03-31', '2015-05-21']
['5', '王勇慧', '私募证券投资基金管理人', '深圳市', 'P1013766', '2014-09-18', '2015-05-21']
['6', '王文博', '私募股权、创业投资基金管理人', '深圳市', 'P1013767', '2014-12-31', '2015-05-21']
['7', '向前', '私募证券投资基金管理人', '吉林省', 'P1013769', '2004-06-11', '2015-05-21']
['8', '王一军', '私募股权、创业投资基金管理人', '北京市', 'P1013770', '2012-01-29', '2015-05-21']
['9', '李晓君', '私募证券投资基金管理人', '广东省', 'P1013771', '2013-09-17', '2015-05-21']
['10', '李敏玉', '私募证券投资基金管理人', '北京市', 'P1013772', '2013-03-21', '2015-05-21']
['11', '朱阳', '私募股权、创业投资基金管理人', '重庆市', 'P1013773', '2009-11-10', '2015-05-21']
['12', '李矛', '云南省', 'P1013775', '2014-09-17', '2015-05-21']
['13', '胡雄', '私募股权、创业投资基金管理人', '上海市', 'P1013777', '2015-04-16', '2015-05-21']
['14', '段龙飞', '私募证券投资基金管理人', '北京市', 'P1013778', '2015-04-27', '2015-05-21']
['15', '陈葆杰', '私募证券投资基金管理人', '深圳市', 'P1013779', '2015-03-24', '2015-05-21']
['16', '王共雷', '私募证券投资基金管理人', '山东省', 'P1013780', '2012-11-05', '2015-05-21']
['17', '王开', '私募证券投资基金管理人', '广东省', 'P1013782', '2011-10-19', '2015-05-21']
['18', '曹登雷', '私募证券投资基金管理人', '广东省', 'P1013786', '2014-06-09', '2015-05-21']
['19', '邱莎', '私募股权、创业投资基金管理人', '浙江省', 'P1013788', '2010-11-05', '2015-05-21']
['20', '相端', '私募股权、创业投资基金管理人', '浙江省', 'P1013793', '2014-09-30', '2015-05-21']
['1', '李迪心', '私募证券投资基金管理人', '上海市', 'P1013796', '2013-11-20', '2015-05-21']
['2', '司佳乐', '私募股权、创业投资基金管理人', '深圳市', 'P1013799', '2013-05-21', '2015-05-21']
['3', '蓝伟科', '私募股权、创业投资基金管理人', '上海市', 'P1013802', '2014-07-04', '2015-05-21']
['4', '金楠', '私募股权、创业投资基金管理人', '深圳市', 'P1013803', '2015-04-27', '2015-05-21']
['5', '于海丹', '私募股权、创业投资基金管理人', '北京市', 'P1013804', '2014-01-08', '2015-05-21']
['6', '李进平', '私募股权、创业投资基金管理人', '云南省', 'P1013807', '2012-12-21', '2015-05-21']
['7', '李波', '私募股权、创业投资基金管理人', '北京市', 'P1013810', '2014-09-15', '2015-05-21']
['8', '朱黎', '私募股权、创业投资基金管理人', '江苏省', 'P1013812', '2012-01-06', '2015-05-21']
['9', '屈敏', '私募股权、创业投资基金管理人', '浙江省', 'P1013813', '2015-05-06', '2015-05-21']
['10', '陈秋燕', '私募股权、创业投资基金管理人', '深圳市', 'P1013814', '2014-11-21', '2015-05-21']
['11', '詹学斯', '私募证券投资基金管理人', '广东省', 'P1013815', '2015-05-04', '2015-05-21']
['12', '倪正东', '私募股权、创业投资基金管理人', '北京市', 'P1013818', '2011-07-15', '2015-05-21']
['13', '邬再平', '上海市', 'P1013821', '2014-02-17', '2015-05-21']
['14', '鄢辉', '私募股权、创业投资基金管理人', '福建省', 'P1013823', '2015-03-13', '2015-05-21']
['15', '李广赞', '私募证券投资基金管理人', '浙江省', 'P1013825', '2015-05-04', '2015-05-21']
['16', '吴在英', '私募股权、创业投资基金管理人', '北京市', 'P1013828', '2012-01-11', '2015-05-21']
['17', '黄秋霞', '私募证券投资基金管理人', '广东省', 'P1013830', '2015-01-26', '2015-05-21']
['18', '谢朝南', '私募股权、创业投资基金管理人', '上海市', 'P1013831', '2011-07-22', '2015-05-21']
['19', '徐向明', '上海市', 'P1013838', '2014-09-30', '2015-05-21']
['20', '张星', '私募股权、创业投资基金管理人', '山西省', 'P1013840', '2014-10-15', '2015-05-21']
['1', '张胜杰', '上海市', 'P1013841', '2015-04-30', '2015-05-21']
['2', '付羽', '私募证券投资基金管理人', '深圳市', 'P1013845', '2015-05-12', '2015-05-21']
['3', '顾宇灏', '私募股权、创业投资基金管理人', '上海市', 'P1013846', '2015-04-29', '2015-05-21']
['4', '张佳辉', '私募股权、创业投资基金管理人', '福建省', 'P1013847', '2015-02-15', '2015-05-21']
['5', '陈倚凡', '私募证券投资基金管理人', '广东省', 'P1013848', '2015-04-01', '2015-05-21']
['6', '黄兴建', '深圳市', 'P1013849', '2014-04-24', '2015-05-21']
['7', '魏晓健', '私募股权、创业投资基金管理人', '深圳市', 'P1013851', '2012-06-11', '2015-05-21']
['8', '曹江东', '私募股权、创业投资基金管理人', '安徽省', 'P1013858', '2015-02-05', '2015-05-21']
['9', '朱文峰', '上海市', 'P1013859', '2011-03-10', '2015-05-21']
['10', '张建春', '私募股权、创业投资基金管理人', '浙江省', 'P1013860', '2013-12-16', '2015-05-21']
['11', '傅哲宽', '私募股权、创业投资基金管理人', '深圳市', 'P1013862', '2014-03-13', '2015-05-21']
['12', '隋永宝', '私募股权、创业投资基金管理人', '北京市', 'P1013866', '2015-03-10', '2015-05-21']
['13', '左书舟', '私募股权、创业投资基金管理人', '深圳市', 'P1013868', '2014-05-09', '2015-05-21']
['14', '赵婧', '私募股权、创业投资基金管理人', '北京市', 'P1013869', '2015-03-13', '2015-05-21']
['15', '徐锦', '私募股权、创业投资基金管理人', '上海市', 'P1013870', '2015-04-23', '2015-05-21']
['16', '李俊', '私募股权、创业投资基金管理人', '浙江省', 'P1013872', '2004-05-20', '2015-05-21']
['17', '余淑华', '私募股权、创业投资基金管理人', '深圳市', 'P1013873', '2014-08-25', '2015-05-21']
['18', '孙涛', '上海市', 'P1013874', '2013-07-04', '2015-05-21']
['19', '陈旻捷', '私募股权、创业投资基金管理人', '上海市', 'P1013876', '2015-03-23', '2015-05-21']
['20', '王朝伟', '私募股权、创业投资基金管理人', '上海市', 'P1013878', '2015-01-26', '2015-05-21']
['1', '曹素生', '私募证券投资基金管理人', '深圳市', 'P1013881', '2014-09-17', '2015-05-21']
['2', '赵伟', '私募股权、创业投资基金管理人', '北京市', 'P1013882', '2011-07-12', '2015-05-21']
['3', '宋莉', '私募证券投资基金管理人', '北京市', 'P1013887', '2014-02-11', '2015-05-21']
['4', '何敏', '私募股权、创业投资基金管理人', '上海市', 'P1013889', '2010-10-22', '2015-05-21']
['5', '陈志鑫', '私募股权、创业投资基金管理人', '上海市', 'P1013892', '2011-05-06', '2015-05-21']
['6', '蒙广平', '私募证券投资基金管理人', '深圳市', 'P1013894', '2013-05-03', '2015-05-21']
['7', '阙智辉', '私募股权、创业投资基金管理人', '北京市', 'P1013897', '2011-04-22', '2015-05-21']
['8', '刘子德', '私募证券投资基金管理人', '上海市', 'P1013898', '2015-01-12', '2015-05-21']
['9', '卢毅洲', '私募证券投资基金管理人', '厦门市', 'P1013902', '2014-12-24', '2015-05-21']
['10', '肖守中', '私募股权、创业投资基金管理人', '陕西省', 'P1013906', '2013-09-18', '2015-05-21']
['11', 'QI YE', '私募证券投资基金管理人', '深圳市', 'P1013907', '2015-04-21', '2015-05-21']
['12', '郭汨珍', '私募证券投资基金管理人', '北京市', 'P1013910', '2015-04-17', '2015-05-21']
['13', '付刚', '私募证券投资基金管理人', '深圳市', 'P1013912', '2015-05-07', '2015-05-21']
['14', '王蕾', '私募股权、创业投资基金管理人', '上海市', 'P1013913', '2014-08-26', '2015-05-21']
['15', '谭少儒', '私募证券投资基金管理人', '北京市', 'P1013914', '2015-03-26', '2015-05-21']
['16', '王卫东', '私募股权、创业投资基金管理人', '江苏省', 'P1013915', '2014-12-26', '2015-05-21']
['17', '陈汝君', '私募证券投资基金管理人', '北京市', 'P1013919', '2014-06-05', '2015-05-21']
['18', '袁娜', '私募股权、创业投资基金管理人', '浙江省', 'P1013923', '2015-03-18', '2015-05-21']
['19', '吴雅楠', '私募证券投资基金管理人', '上海市', 'P1013924', '2014-12-12', '2015-05-21']
['20', '齐梁', '私募股权、创业投资基金管理人', '江苏省', 'P1013926', '2014-08-13', '2015-05-21']
['1', '王彬', '私募证券投资基金管理人', '深圳市', 'P1013927', '2014-08-20', '2015-05-21']
['2', '李志嘉', '私募证券投资基金管理人', '深圳市', 'P1013930', '2015-04-27', '2015-05-21']
['3', '林哲莹', '私募股权、创业投资基金管理人', '北京市', 'P1013933', '2011-01-12', '2015-05-21']
['4', '曹红云', '私募证券投资基金管理人', '上海市', 'P1013934', '2015-04-14', '2015-05-21']
['5', '韩宝石', '私募股权、创业投资基金管理人', '上海市', 'P1013936', '2014-09-30', '2015-05-21']
['6', '曲井龙', '私募股权、创业投资基金管理人', '深圳市', 'P1013937', '2014-11-26', '2015-05-21']
['7', '李树增', '私募证券投资基金管理人', '深圳市', 'P1013938', '2015-04-20', '2015-05-21']
['8', '李怡新', '私募证券投资基金管理人', '广东省', 'P1013939', '2015-04-27', '2015-05-21']
['9', '陈宇翔', '私募证券投资基金管理人', '上海市', 'P1013943', '2015-03-24', '2015-05-21']
['10', '陈康仁', '天津市', 'P1013946', '2012-05-25', '2015-05-21']
['11', '陈晓升', '私募证券投资基金管理人', '上海市', 'P1013948', '1992-10-16', '2015-05-21']
['12', '范文财', '私募证券投资基金管理人', '上海市', 'P1013950', '2015-03-04', '2015-05-21']
['13', '杨晓军', '私募股权、创业投资基金管理人', '北京市', 'P1013951', '2014-03-13', '2015-05-21']
['14', '叶亚丽', '其他私募投资基金管理人', '深圳市', 'P1013952', '2014-08-14', '2015-05-21']
['15', '胡一帆', '私募证券投资基金管理人', '上海市', 'P1013953', '2014-01-07', '2015-05-21']
['16', '黄通', '私募股权、创业投资基金管理人', '深圳市', 'P1013954', '2014-07-15', '2015-05-21']
['17', '罗杰', '私募证券投资基金管理人', '北京市', 'P1013956', '2014-12-24', '2015-05-21']
['18', '丁亚伟', '私募股权、创业投资基金管理人', '上海市', 'P1013957', '2015-02-05', '2015-05-21']
['19', '徐赛花', '其他私募投资基金管理人', '上海市', 'P1013961', '2012-12-12', '2015-05-21']
['20', '李建华', '私募股权、创业投资基金管理人', '深圳市', 'P1013964', '2014-12-22', '2015-05-21']
['1', '陈康', '其他私募投资基金管理人', '深圳市', 'P1013966', '2014-11-06', '2015-05-21']
['2', '黄文志', '私募证券投资基金管理人', '深圳市', 'P1013968', '2011-11-15', '2015-05-21']
['3', '贾森', '其他私募投资基金管理人', '浙江省', 'P1013970', '2012-08-17', '2015-05-21']
['4', '高航', '私募股权、创业投资基金管理人', '湖北省', 'P1013974', '2015-02-12', '2015-05-21']
['5', '宋同礼', '私募股权、创业投资基金管理人', '北京市', 'P1013975', '2015-03-05', '2015-05-21']
['6', '杨阿仑', '其他私募投资基金管理人', '上海市', 'P1013976', '2015-04-17', '2015-05-21']
['7', '宇海英', '私募证券投资基金管理人', '北京市', 'P1013977', '2015-04-07', '2015-05-21']
['8', '王强', '私募证券投资基金管理人', '上海市', 'P1013978', '2015-04-16', '2015-05-21']
['9', '董馨谣', '私募股权、创业投资基金管理人', '新疆维吾尔自治区', 'P1013985', '2014-07-10', '2015-05-21']
['10', '孙彭军', '私募股权、创业投资基金管理人', '宁波市', 'P1013987', '2013-10-23', '2015-05-21']
['11', '徐永红', '私募股权、创业投资基金管理人', '浙江省', 'P1013988', '2011-09-08', '2015-05-21']
['12', '欧阳华杰', '上海市', 'P1013990', '2014-07-25', '2015-05-21']
['13', '毛峥嵘', '私募证券投资基金管理人', '上海市', 'P1013991', '2015-04-20', '2015-05-21']
['14', '杨景', '私募证券投资基金管理人', '上海市', 'P1013994', '2015-01-05', '2015-05-21']
['15', '高媛', '私募证券投资基金管理人', '北京市', 'P1013995', '2015-04-15', '2015-05-21']
['16', '楼正祥', '私募证券投资基金管理人', '上海市', 'P1013996', '2010-05-28', '2015-05-21']
['17', '张巧明', '私募股权、创业投资基金管理人', '深圳市', 'P1013997', '2015-04-30', '2015-05-21']
['18', '宋旭超', '私募股权、创业投资基金管理人', '北京市', 'P1013998', '2012-11-16', '2015-05-21']
['19', '文婷婷', '私募股权、创业投资基金管理人', '深圳市', 'P1014000', '2015-03-18', '2015-05-21']
['20', '刘革', '私募股权、创业投资基金管理人', '广东省', 'P1014001', '2011-12-16', '2015-05-21']
['1', '王承', '私募股权、创业投资基金管理人', '深圳市', 'P1014002', '2013-03-18', '2015-05-21']
['2', '高晓慧', '私募股权、创业投资基金管理人', '深圳市', 'P1014004', '2012-06-26', '2015-05-21']
['3', '刘杰', '私募证券投资基金管理人', '上海市', 'P1014005', '2015-05-05', '2015-05-21']
['4', '张春华', '私募股权、创业投资基金管理人', '北京市', 'P1014010', '2015-04-10', '2015-05-21']
['5', '杨曙', '私募股权、创业投资基金管理人', '江苏省', 'P1014012', '2012-01-29', '2015-05-21']
['6', '莫丽霞', '私募股权、创业投资基金管理人', '广东省', 'P1014014', '2011-10-19', '2015-05-21']
['7', '徐金洲', '私募股权、创业投资基金管理人', '深圳市', 'P1014016', '2015-05-07', '2015-05-21']
['8', '叶竟青', '私募证券投资基金管理人', '深圳市', 'P1014017', '2015-01-12', '2015-05-21']
['9', '黄小莉', '私募证券投资基金管理人', '深圳市', 'P1014020', '2012-11-07', '2015-05-21']
['10', '王东', '其他私募投资基金管理人', '安徽省', 'P1014021', '2015-04-23', '2015-05-21']
['11', '杨路', '私募证券投资基金管理人', '北京市', 'P1014023', '2015-04-27', '2015-05-21']
['12', '刘艳华', '私募证券投资基金管理人', '北京市', 'P1014024', '2014-06-04', '2015-05-21']
['13', '余蕾', '私募证券投资基金管理人', '上海市', 'P1014025', '2011-04-07', '2015-05-21']
['14', '陶紫彬', '上海市', 'P1014026', '2014-12-08', '2015-05-21']
['15', '杨晓荣', '私募证券投资基金管理人', '上海市', 'P1014027', '2014-12-05', '2015-05-21']
['16', '廖卫果', '私募股权、创业投资基金管理人', '湖南省', 'P1014030', '2008-12-09', '2015-05-21']
['17', '王大伟', '私募证券投资基金管理人', '北京市', 'P1014031', '2015-04-10', '2015-05-21']
['18', '王航', '私募证券投资基金管理人', '上海市', 'P1014034', '2015-04-29', '2015-05-21']
